relative_seconds, gpu.0.gpu, gpu.0.memoryAllocated, gpu.0.temp, gpu.0.powerWatts, gpu.0.powerPercent, proc.memory.availableMB, memory, proc.memory.rssMB, proc.memory.percent, cpu, cpu.0.cpu_percent, cpu.1.cpu_percent, cpu.2.cpu_percent, cpu.3.cpu_percent, cpu.4.cpu_percent, cpu.5.cpu_percent, cpu.6.cpu_percent, cpu.7.cpu_percent, cpu.8.cpu_percent, cpu.9.cpu_percent, proc.cpu.threads, network.sent, network.recv, disk
0, 74.6, 31.54, 34.14, 6.37, 38.63, 3455.99, 78.9, 386.97, 2.36, 7.22, 29.36, 28.97, 55.53, 31.24, 13.1, 9.1, 5.21, 1.36, 0.71, 0.5, 15, 27940.57, 164717.71, 9.3
